,Symbol,Industry
2573,ZM,Packaged Software
2574,VICR,Electronic Components
2575,AURC,Financial Conglomerates
2576,LBTYA,Cable/Satellite TV
2577,ADTN,Computer Peripherals
2578,ARL,Real Estate Development
2579,TRONU,Financial Conglomerates
2580,CNDA,Financial Conglomerates
2581,RMCF,Food: Specialty/Candy
2582,GPRE,Chemicals: Specialty
2583,FC,Miscellaneous Commercial Services
2584,GAMCU,Financial Conglomerates
2585,GTN.A,Broadcasting
2586,SGII,Financial Conglomerates
2587,NR,Contract Drilling
2588,BRN,Integrated Oil
2589,SSNT,Miscellaneous Commercial Services
2590,UMC,Semiconductors
2591,KVSC,Financial Conglomerates
2592,DMYS,Financial Conglomerates
2593,VOC,Investment Trusts/Mutual Funds
2594,PEPL,Financial Conglomerates
2595,MFIN,Investment Managers
2596,PSN,Information Technology Services
2597,TCVA,Financial Conglomerates
2598,WRN,Other Metals/Minerals
2599,PDFS,Packaged Software
2600,RADI,Real Estate Development
2601,IXAQU,Financial Conglomerates
2602,CCEL,Other Transportation
2603,GNTY,Regional Banks
2604,LCA,Financial Conglomerates
2605,FMS,Medical/Nursing Services
2606,HCNE,Financial Conglomerates
2607,AACI,Financial Conglomerates
2608,OMQS,Information Technology Services
2609,OIS,Oilfield Services/Equipment
2610,LBTYB,Cable/Satellite TV
2611,DRQ,Oilfield Services/Equipment
2612,MSDA,Financial Conglomerates
2613,VECO,Industrial Machinery
2614,RCACU,Financial Conglomerates
2615,MACAU,Financial Conglomerates
2616,DENN,Restaurants
2617,TDC,Packaged Software
2618,NSTB,Financial Conglomerates
2619,DTOCU,Financial Conglomerates
2620,THCP,Financial Conglomerates
2621,FATPU,Financial Conglomerates
2622,VCXA,Financial Conglomerates
2623,PFBC,Regional Banks
2624,TWNI,Financial Conglomerates
2625,PRPC,Financial Conglomerates
2626,GM,Motor Vehicles
2627,SNDR,Trucking
2628,MAQCU,Financial Conglomerates
2629,TRT,Industrial Machinery
2630,THC,Hospital/Nursing Management
2631,FNCB,Regional Banks
2632,SIEB,Investment Banks/Brokers
2633,CMPR,Commercial Printing/Forms
2634,SPWH,Specialty Stores
2635,JWSM,Financial Conglomerates
2636,CDXC,Pharmaceuticals: Other
2637,HGV,Real Estate Development
2638,GFX,Financial Conglomerates
2639,SCAQU,Financial Conglomerates
2640,EDU,Other Consumer Services
2641,ODP,Specialty Stores
2642,KRNY,Savings Banks
2643,LGO,Other Metals/Minerals
2644,OHAA,Financial Conglomerates
2645,MTRYU,Financial Conglomerates
2646,PSO,Publishing: Books/Magazines
2647,ADOC,Financial Conglomerates
2648,MLAC,Financial Conglomerates
2649,NAVI,Finance/Rental/Leasing
2650,CPAA,Financial Conglomerates
2651,TWCB,Financial Conglomerates
2652,ARYD,Financial Conglomerates
2653,BSGAU,Financial Conglomerates
2654,APMI,Financial Conglomerates
2655,WNC,Trucks/Construction/Farm Machinery
2656,KFFB,Savings Banks
2657,AMK,Financial Conglomerates
2658,OFIX,Medical Specialties
2659,CDAQU,Financial Conglomerates
2660,QFTA,Financial Conglomerates
2661,MITAU,Financial Conglomerates
2662,VLATU,Financial Conglomerates
2663,LDHAU,Financial Conglomerates
2664,OPA,Financial Conglomerates
2665,BYTSU,Financial Conglomerates
2666,AG,Precious Metals
2667,PXS,Marine Shipping
2668,BWAC,Financial Conglomerates
2669,SDAC,Financial Conglomerates
2670,FANH,Multi-Line Insurance
2671,DNAB,Financial Conglomerates
2672,BCRX,Biotechnology
2673,DHCA,Financial Conglomerates
2674,GATE,Financial Conglomerates
2675,KFY,Personnel Services
2676,DALS,Financial Conglomerates
2677,ING,Major Banks
2678,ALCC,Financial Conglomerates
2679,HALL,Property/Casualty Insurance
2680,TTEC,Information Technology Services
2681,BRIVU,Financial Conglomerates
2682,RCKY,Apparel/Footwear
2683,TIOAU,Financial Conglomerates
2684,SLAC,Financial Conglomerates
2685,MX,Semiconductors
2686,BY,Regional Banks
2687,KRNLU,Financial Conglomerates
2688,FORM,Semiconductors
2689,JUN,Financial Conglomerates
2690,OSI,Financial Conglomerates
2691,CCVI,Financial Conglomerates
2692,HDSN,Wholesale Distributors
2693,RCLF,Financial Conglomerates
2694,IRWD,Pharmaceuticals: Major
2695,COOL,Financial Conglomerates
2696,PSPC,Financial Conglomerates
2697,ALCO,Agricultural Commodities/Milling
2698,LSBK,Savings Banks
2699,GTN,Broadcasting
2700,GFL,Environmental Services
2701,OVV,Oil & Gas Production
2702,TNP,Marine Shipping
2703,DAIO,Industrial Machinery
2704,BPRN,Regional Banks
2705,ASRV,Regional Banks
2706,MSTR,Packaged Software
2707,OSPN,Packaged Software
2708,TTSH,Home Improvement Chains
2709,TALO,Oil & Gas Production
2710,ITI,Computer Communications
2711,PRSR,Financial Conglomerates
2712,RMGC,Financial Conglomerates
2713,EH,Packaged Software
2714,CVLG,Trucking
2715,X,Steel
2716,CSV,Other Consumer Services
2717,EDAP,Medical Specialties
2718,MTAC,Financial Conglomerates
2719,EC,Integrated Oil
2720,FBP,Regional Banks
2721,TWLVU,Financial Conglomerates
2722,OI,Containers/Packaging
2723,RAPT,Pharmaceuticals: Major
2724,LVRAU,Financial Conglomerates
2725,MXC,Oil & Gas Production
2726,EZPW,Finance/Rental/Leasing
2727,CULP,Textiles
2728,ANZU,Financial Conglomerates
2729,TBCP,Financial Conglomerates
2730,SNRH,Financial Conglomerates
2731,NL,Metal Fabrication
2732,ERIC,Telecommunications Equipment
2733,APAM,Investment Trusts/Mutual Funds
2734,TA,Other Consumer Services
2735,OSTK,Internet Retail
2736,MBAC,Financial Conglomerates
2737,HSBC,Major Banks
2738,TPH,Homebuilding
2739,INVA,Pharmaceuticals: Major
2740,ARRWU,Financial Conglomerates
2741,JUGGU,Financial Conglomerates
2742,HURC,Industrial Machinery
2743,VVI,Miscellaneous Commercial Services
2744,PPIH,Industrial Machinery
2745,BLNG,Financial Conglomerates
2746,BGI,Specialty Stores
2747,TCX,Data Processing Services
2748,CIX,Metal Fabrication
2749,THCPU,Financial Conglomerates
2750,PRO,Information Technology Services
2751,ZTAQU,Financial Conglomerates
2752,CNO,Multi-Line Insurance
2753,TAC,Electric Utilities
2754,BREZ,Financial Conglomerates
2755,RONI,Financial Conglomerates
2756,UBFO,Regional Banks
2757,DHHCU,Financial Conglomerates
2758,SIF,Aerospace & Defense
2759,JBI,Homebuilding
2760,YPF,Integrated Oil
2761,CVII,Financial Conglomerates
2762,LBC,Regional Banks
2763,CNK,Movies/Entertainment
2764,SIGA,Pharmaceuticals: Major
2765,PFTAU,Financial Conglomerates
2766,CODX,Biotechnology
2767,CLRO,Electronics/Appliances
2768,SAND,Precious Metals
2769,FMIVU,Financial Conglomerates
2770,FWAC,Financial Conglomerates
2771,BNNRU,Financial Conglomerates
2772,BANR,Regional Banks
2773,SVT,Electrical Products
2774,AVDL,Pharmaceuticals: Major
2775,TMKRU,Financial Conglomerates
2776,DAN,Auto Parts: OEM
2777,ORCC,Finance/Rental/Leasing
2778,AXTA,Industrial Specialties
2779,BKCC,Investment Managers
2780,TROX,Chemicals: Specialty
2781,OPCH,Medical/Nursing Services
2782,CCV,Financial Conglomerates
2783,JAQCU,Financial Conglomerates
2784,TETCU,Financial Conglomerates
2785,PMGMU,Financial Conglomerates
2786,IPVF,Financial Conglomerates
2787,SKYAU,Financial Conglomerates
2788,LSXMB,Movies/Entertainment
2789,SWSSU,Financial Conglomerates
2790,GFI,Precious Metals
2791,VIRT,Investment Banks/Brokers
2792,OCAXU,Financial Conglomerates
2793,BUSE,Regional Banks
2794,APMIU,Financial Conglomerates
2795,SAGE,Pharmaceuticals: Major
2796,INDI,Semiconductors
2797,SRI,Auto Parts: OEM
2798,ADERU,Financial Conglomerates
2799,BWC,Financial Conglomerates
2800,HBI,Apparel/Footwear
2801,VINP,Investment Managers
2802,TIGR,Investment Banks/Brokers
2803,BLDP,Electrical Products
2804,EVRI,Casinos/Gaming
2805,SAVE,Airlines
2806,VOXX,Telecommunications Equipment
2807,AMPG,Electronic Production Equipment
2808,XRX,Computer Peripherals
2809,CNTY,Casinos/Gaming
2810,SAR,Investment Managers
2811,UAL,Airlines
2812,HTBK,Regional Banks
2813,NRACU,Financial Conglomerates
2814,BWCAU,Financial Conglomerates
2815,HCNEU,Financial Conglomerates
2816,MTG,Multi-Line Insurance
2817,FTDR,Homebuilding
2818,AMYT,Pharmaceuticals: Major
2819,PDEX,Medical Specialties
2820,FUSB,Regional Banks
2821,CLVT,Packaged Software
2822,TWI,Auto Parts: OEM
2823,UPTDU,Financial Conglomerates
2824,ROSEU,Miscellaneous
2825,GTES,Industrial Machinery
2826,SPOK,Wireless Telecommunications
2827,MEOAU,Financial Conglomerates
2828,KTCC,Computer Peripherals
2829,MAXR,Information Technology Services
2830,FOLD,Pharmaceuticals: Major
2831,PIAI,Financial Conglomerates
2832,AMAO,Financial Conglomerates
2833,AVHIU,Financial Conglomerates
2834,ISSC,Aerospace & Defense
2835,ATEX,Wireless Telecommunications
2836,STRT,Auto Parts: OEM
2837,PARA,Broadcasting
2838,ALTU,Financial Conglomerates
2839,UEC,Other Metals/Minerals
2840,WT,Investment Trusts/Mutual Funds
2841,MPAA,Auto Parts: OEM
2842,CPSH,Metal Fabrication
2843,IRBT,Electronics/Appliances
2844,TKC,Wireless Telecommunications
2845,HLX,Oilfield Services/Equipment
2846,ORAN,Major Telecommunications
2847,CPE,Oil & Gas Production
2848,EACPU,Financial Conglomerates
2849,ARTE,Financial Conglomerates
2850,CRZNU,Financial Conglomerates
2851,EBR,Electric Utilities
2852,EMX,Precious Metals
2853,YTPG,Financial Conglomerates
2854,AU,Precious Metals
2855,LITTU,Financial Conglomerates
2856,NBSTU,Financial Conglomerates
2857,LCUT,Home Furnishings
2858,TZOO,Commercial Printing/Forms
2859,RUTH,Restaurants
2860,NOA,Other Metals/Minerals
2861,MWA,Industrial Machinery
2862,AVID,Packaged Software
2863,TACT,Computer Peripherals
2864,SDACU,Financial Conglomerates
2865,HMST,Regional Banks
2866,ZWS,Industrial Machinery
2867,NTNX,Packaged Software
2868,FNWB,Savings Banks
2869,CLMT,Oil Refining/Marketing
2870,MHLD,Property/Casualty Insurance
2871,MDGL,Pharmaceuticals: Major
2872,DGNU,Financial Conglomerates
2873,HIHO,Miscellaneous Manufacturing
2874,PRMW,Beverages: Non-Alcoholic
2875,SLVRU,Financial Conglomerates
2876,HWELU,Financial Conglomerates
2877,KVHI,Telecommunications Equipment
2878,TCBS,Savings Banks
2879,RAMMU,Financial Conglomerates
2880,HHGCU,Financial Conglomerates
2881,WVVI,Beverages: Alcoholic
2882,SCX,Tools & Hardware
2883,MGYR,Savings Banks
2884,MLACU,Financial Conglomerates
2885,UEIC,Electronics/Appliances
2886,SHLS,Semiconductors
2887,USM,Wireless Telecommunications
2888,GT,Automotive Aftermarket
2889,THRM,Auto Parts: OEM
2890,SKM,Wireless Telecommunications
2891,MTNB,Pharmaceuticals: Major
2892,CTG,Personnel Services
2893,ICMB,Investment Managers
2894,NWS,Publishing: Newspapers
2895,PMD,Services to the Health Industry
2896,TRC,Real Estate Development
2897,EXEL,Miscellaneous Commercial Services
2898,MTRX,Engineering & Construction
2899,MUFG,Major Banks
2900,ZYME,Pharmaceuticals: Major
2901,HCVIU,Financial Conglomerates
2902,PRSRU,Financial Conglomerates
2903,RCEL,Medical Specialties
2904,BLNGU,Financial Conglomerates
2905,VERU,Pharmaceuticals: Major
2906,TDS,Wireless Telecommunications
2907,TIMB,Wireless Telecommunications
2908,WOW,Major Telecommunications
2909,NTGR,Information Technology Services
2910,HSII,Personnel Services
2911,EBS,Pharmaceuticals: Major
2912,HAFC,Regional Banks
2913,NG,Precious Metals
2914,AGIO,Pharmaceuticals: Major
2915,RMGCU,Financial Conglomerates
2916,PESI,Environmental Services
2917,SPOT,Internet Software/Services
2918,GSL,Marine Shipping
2919,NWSA,Publishing: Newspapers
2920,SCS,Office Equipment/Supplies
2921,TTI,Chemicals: Specialty
2922,FRST,Regional Banks
2923,HPLTU,Financial Conglomerates
2924,UUU,Computer Communications
2925,CPTK,Financial Conglomerates
2926,IIIV,Packaged Software
2927,EYEN,Pharmaceuticals: Major
2928,GFS,Semiconductors
2929,FOSL,Other Consumer Specialties
2930,HAYN,Other Metals/Minerals
2931,CRD.B,Insurance Brokers/Services
2932,SXC,Coal
2933,ZUMZ,Apparel/Footwear Retail
2934,ISIG,Advertising/Marketing Services
2935,TGI,Aerospace & Defense
2936,PEPLU,Financial Conglomerates
2937,TK,Marine Shipping
2938,KELYA,Personnel Services
2939,AIG,Multi-Line Insurance
2940,CZWI,Regional Banks
2941,NBR,Contract Drilling
2942,NIMC,Gas Distributors
2943,EVOJU,Financial Conglomerates
2944,GLT,Pulp & Paper
2945,ANZUU,Financial Conglomerates
2946,TBCPU,Financial Conglomerates
2947,GATEU,Financial Conglomerates
2948,IVAC,Semiconductors
2949,CUK,Hotels/Resorts/Cruise lines
2950,HEAR,Electronics/Appliances
2951,GRCYU,Financial Conglomerates
2952,APPS,Packaged Software
2953,USAP,Steel
2954,SPR,Aerospace & Defense
2955,LCAHU,Financial Conglomerates
2956,RCLFU,Financial Conglomerates
2957,BSY,Packaged Software
2958,DBI,Apparel/Footwear Retail
2959,CIA,Life/Health Insurance
2960,CARA,Biotechnology
2961,FSM,Precious Metals
2962,CLS,Electronic Components
2963,GGAL,Regional Banks
2964,RARE,Pharmaceuticals: Major
2965,MSDAU,Financial Conglomerates
2966,BFIN,Regional Banks
2967,CXDO,Internet Software/Services
2968,ERES,Financial Conglomerates
2969,AGRO,Agricultural Commodities/Milling
2970,TLYS,Apparel/Footwear Retail
2971,AXR,Real Estate Development
2972,KB,Regional Banks
2973,EUCR,Financial Conglomerates
2974,CPAAU,Financial Conglomerates
2975,TESS,Telecommunications Equipment
2976,AMS,Finance/Rental/Leasing
2977,LMB,Miscellaneous
2978,FHB,Regional Banks
2979,RIG,Contract Drilling
2980,CCRN,Personnel Services
2981,ARWR,Biotechnology
2982,FAT,Restaurants
2983,DBX,Data Processing Services
2984,HY,Industrial Machinery
2985,GBLI,Property/Casualty Insurance
2986,ONEW,Specialty Stores
2987,NOAH,Investment Managers
2988,NOTV,Miscellaneous Commercial Services
2989,DUNE,Financial Conglomerates
2990,EBR.B,Electric Utilities
2991,ITCB,Major Banks
2992,ATLC,Finance/Rental/Leasing
2993,RDWR,Computer Peripherals
2994,CRD.A,Insurance Brokers/Services
2995,GPRK,Oil & Gas Production
2996,GLDD,Engineering & Construction
2997,SGH,Semiconductors
2998,ACAHU,Financial Conglomerates
2999,PLM,Other Metals/Minerals
3000,PUCKU,Financial Conglomerates
3001,BRFS,Food: Meat/Fish/Dairy
3002,EBC,Regional Banks
3003,BMA,Major Banks
3004,CVE,Integrated Oil
3005,DBD,Electronic Equipment/Instruments
3006,BHF,Life/Health Insurance
3007,FATE,Biotechnology
3008,TTMI,Electronic Components
3009,VTNR,Environmental Services
3010,ATOM,Miscellaneous Commercial Services
3011,EGY,Integrated Oil
3012,FRBK,Regional Banks
3013,CIG.C,Electric Utilities
3014,FLWS,Internet Retail
3015,CIIGU,Financial Conglomerates
3016,PRPH,Pharmaceuticals: Other
3017,MMYT,Internet Software/Services
3018,CRTO,Advertising/Marketing Services
3019,TRIP,Other Consumer Services
3020,AGI,Precious Metals
3021,NTCT,Packaged Software
3022,KELYB,Personnel Services
3023,FNA,Medical Specialties
3024,NVEC,Semiconductors
3025,MUX,Precious Metals
3026,TWCBU,Financial Conglomerates
3027,ELTK,Electronic Components
3028,CONX,Financial Conglomerates
3029,COLL,Pharmaceuticals: Major
3030,SUZ,Pulp & Paper
3031,LSXMK,Movies/Entertainment
3032,WRK,Containers/Packaging
3033,OSG,Marine Shipping
3034,CFB,Regional Banks
3035,PEGY,Telecommunications Equipment
3036,WU,Finance/Rental/Leasing
3037,HCKT,Miscellaneous Commercial Services
3038,ARTEU,Financial Conglomerates
3039,PDS,Contract Drilling
3040,LEVI,Apparel/Footwear
3041,EQX,Precious Metals
3042,TAIT,Electronics Distributors
3043,OMEX,Agricultural Commodities/Milling
3044,FEIM,Telecommunications Equipment
3045,LSXMA,Movies/Entertainment
3046,PINC,Hospital/Nursing Management
3047,JHG,Investment Managers
3048,BZH,Homebuilding
3049,ALDX,Biotechnology
3050,SB,Marine Shipping
3051,GOGL,Marine Shipping
3052,SFE,Financial Conglomerates
3053,AXL,Auto Parts: OEM
3054,MLP,Real Estate Development
3055,MNTX,Trucks/Construction/Farm Machinery
3056,CWH,Specialty Stores
3057,AM,Oil & Gas Pipelines
3058,KMI,Oil & Gas Pipelines
3059,MCAFU,Financial Conglomerates
3060,REYN,Household/Personal Care
3061,LGL,Electronic Production Equipment
3062,FARM,Food: Specialty/Candy
3063,CTIB,Miscellaneous Manufacturing
3064,HZON,Financial Conglomerates
3065,CENX,Aluminum
3066,CRK,Oil & Gas Production
3067,QNST,Advertising/Marketing Services
3068,EBIX,Packaged Software
3069,NAII,Pharmaceuticals: Other
3070,MMLP,Oil & Gas Pipelines
3071,BRBS,Major Banks
3072,YOU,Packaged Software
3073,GYRO,Real Estate Development
3074,BBBY,Specialty Stores
3075,ACEL,Movies/Entertainment
3076,VRCA,Pharmaceuticals: Major
3077,BNSO,Electronics/Appliances
3078,BSBR,Major Banks
3079,MOMO,Packaged Software
3080,TATT,Aerospace & Defense
3081,ICCH,Financial Conglomerates
3082,MTLS,Packaged Software
3083,III,Miscellaneous Commercial Services
3084,MSBI,Regional Banks
3085,MDRX,Packaged Software
3086,CNSL,Major Telecommunications
3087,SIBN,Medical Specialties
3088,MIRM,Pharmaceuticals: Major
3089,CONXU,Financial Conglomerates
3090,ACBAU,Financial Conglomerates
3091,MAG,Precious Metals
3092,EQS,Investment Managers
3093,ATHM,Internet Software/Services
3094,BWACU,Financial Conglomerates
3095,COTY,Household/Personal Care
3096,HSKA,Pharmaceuticals: Major
3097,BFST,Regional Banks
3098,VLRS,Airlines
3099,EYE,Specialty Stores
3100,CRESY,Agricultural Commodities/Milling
3101,ASYS,Industrial Machinery
3102,STNG,Marine Shipping
3103,MRUS,Biotechnology
3104,BMRA,Medical Specialties
3105,PRTS,Specialty Stores
3106,MT,Steel
3107,JNPR,Telecommunications Equipment
3108,SSY,Hospital/Nursing Management
3109,EXK,Precious Metals
3110,VTSI,Information Technology Services
3111,MLCO,Casinos/Gaming
3112,UNAM,Property/Casualty Insurance
3113,BIPC,Gas Distributors
3114,CPF,Regional Banks
3115,JBLU,Airlines
3116,GEOS,Oilfield Services/Equipment
3117,KIQ,Auto Parts: OEM
3118,RAND,Investment Managers
3119,GIPR,Real Estate Investment Trusts
3120,AP,Steel
3121,LQDT,Internet Retail
3122,SRL,Steel
3123,CX,Construction Materials
3124,CYTK,Pharmaceuticals: Major
3125,VUZI,Electronic Equipment/Instruments
3126,SLCA,Other Metals/Minerals
3127,RRGB,Restaurants
3128,CRGE,Cable/Satellite TV
3129,PPBI,Regional Banks
3130,CTRN,Apparel/Footwear Retail
3131,GHL,Investment Banks/Brokers
3132,TDW,Marine Shipping
3133,SPNS,Packaged Software
3134,TCMD,Medical Specialties
3135,DLHC,Personnel Services
3136,BABA,Internet Retail
3137,RSSS,Packaged Software
3138,IRS,Real Estate Development
3139,FENC,Pharmaceuticals: Major
3140,ZDGE,Packaged Software
3141,KOD,Biotechnology
3142,BXC,Wholesale Distributors
3143,CULL,Savings Banks
3144,FOX,Broadcasting
3145,PRLB,Chemicals: Specialty
3146,BOAC,Financial Conglomerates
3147,POET,Semiconductors
3148,TEO,Major Telecommunications
3149,SGMA,Semiconductors
3150,SPWR,Engineering & Construction
3151,SMHI,Other Transportation
3152,SATS,Specialty Telecommunications
3153,MIXT,Information Technology Services
3154,INSM,Pharmaceuticals: Major
3155,HL,Precious Metals
3156,BGCP,Investment Banks/Brokers
3157,WF,Major Banks
3158,HOV,Homebuilding
3159,RAVE,Restaurants
3160,MICS,Movies/Entertainment
3161,CBAY,Biotechnology
3162,NVRO,Medical Specialties
3163,BBW,Specialty Stores
3164,MSN,Wholesale Distributors
3165,FGEN,Pharmaceuticals: Major
3166,TNK,Marine Shipping
3167,SSSS,Investment Managers
3168,OSUR,Medical Specialties
3169,PANL,Miscellaneous
3170,SFM,Food Retail
3171,DSX,Marine Shipping
3172,VCXAU,Financial Conglomerates
3173,EGO,Precious Metals
3174,ORMP,Pharmaceuticals: Major
3175,GORO,Precious Metals
3176,ROCC,Oil & Gas Production
3177,HMY,Precious Metals
3178,CWK,Real Estate Development
3179,MTEX,Pharmaceuticals: Other
3180,UFI,Textiles
3181,STVN,Medical Specialties
3182,ERJ,Aerospace & Defense
3183,RRBI,Regional Banks
3184,REZI,Electronics Distributors
3185,EVC,Broadcasting
3186,CSTR,Regional Banks
3187,LCTX,Biotechnology
3188,PWP,Investment Banks/Brokers
3189,CBD,Food Retail
3190,ENZ,Biotechnology
3191,JRSH,Apparel/Footwear
3192,FINV,Finance/Rental/Leasing
3193,BVH,Miscellaneous
3194,EGHT,Packaged Software
3195,IGIC,Financial Conglomerates
3196,ECVT,Chemicals: Specialty
3197,RGS,Other Consumer Services
3198,CPG,Integrated Oil
3199,CCTS,Financial Conglomerates
3200,BB,Packaged Software
3201,GSIT,Semiconductors
3202,MRAM,Semiconductors
3203,PWFL,Telecommunications Equipment
3204,FSEA,Regional Banks
3205,AXTI,Industrial Machinery
3206,RMBI,Major Banks
3207,IHT,Real Estate Investment Trusts
3208,UCBI,Regional Banks
3209,OZ,Real Estate Development
3210,LIVN,Medical Specialties
3211,VNRX,Medical Specialties
3212,GAMB,Packaged Software
3213,ANGO,Medical Specialties
3214,JILL,Apparel/Footwear Retail
3215,TPC,Engineering & Construction
3216,EPIX,Pharmaceuticals: Major
3217,VIVK,Chemicals: Specialty
3218,APEN,Medical Specialties
3219,CONN,Finance/Rental/Leasing
3220,FOR,Real Estate Development
3221,MNTK,Industrial Specialties
3222,PDLB,Savings Banks
3223,VRAY,Medical Specialties
3224,BBAR,Major Banks
3225,NGVC,Food Retail
3226,SRT,Miscellaneous Commercial Services
3227,IMGN,Biotechnology
3228,KEP,Electric Utilities
3229,RNA,Biotechnology
3230,TROO,Finance/Rental/Leasing
3231,TV,Major Telecommunications
3232,CPAC,Construction Materials
3233,BYFC,Savings Banks
3234,RNXT,Pharmaceuticals: Major
3235,EXTR,Telecommunications Equipment
3236,RYTM,Biotechnology
3237,APWC,Telecommunications Equipment
3238,RMAX,Real Estate Development
3239,PATI,Trucking
3240,IMTX,Biotechnology
3241,DXLG,Apparel/Footwear Retail
3242,TAST,Restaurants
3243,NNBR,Metal Fabrication
3244,KOS,Integrated Oil
3245,UONEK,Movies/Entertainment
3246,AMAOU,Financial Conglomerates
3247,GTIM,Restaurants
3248,LIND,Other Consumer Services
3249,DB,Investment Banks/Brokers
3250,STCN,Advertising/Marketing Services
3251,CXW,Miscellaneous Commercial Services
3252,CION,Financial Conglomerates
3253,JAKK,Recreational Products
3254,LEE,Publishing: Newspapers
3255,ULBI,Electrical Products
3256,PLYA,Hotels/Resorts/Cruise lines
3257,RPAY,Miscellaneous Commercial Services
3258,BZUN,Internet Retail
3259,GSM,Other Metals/Minerals
3260,RDCM,Packaged Software
3261,LL,Specialty Stores
3262,LINC,Miscellaneous Commercial Services
3263,AAME,Multi-Line Insurance
3264,THTX,Pharmaceuticals: Major
3265,QRTEB,Broadcasting
3266,TBPH,Pharmaceuticals: Major
3267,NODK,Multi-Line Insurance
3268,KINS,Insurance Brokers/Services
3269,FONR,Miscellaneous Commercial Services
3270,KN,Electronic Components
3271,SNT,Aerospace & Defense
3272,AWX,Environmental Services
3273,CSTM,Miscellaneous Commercial Services
3274,KFS,Multi-Line Insurance
3275,AWRE,Packaged Software
3276,TWST,Biotechnology
3277,LAZR,Auto Parts: OEM
3278,BSMX,Major Banks
3279,RBB,Regional Banks
3280,AUDC,Telecommunications Equipment
3281,DHX,Personnel Services
3282,CAAS,Auto Parts: OEM
3283,TISI,Miscellaneous Commercial Services
3284,OGCP,Real Estate Investment Trusts
3285,VNDA,Pharmaceuticals: Major
3286,SI,Regional Banks
3287,CYTH,Biotechnology
3288,ELLO,Electric Utilities
3289,BBCP,Engineering & Construction
3290,NKTR,Pharmaceuticals: Major
3291,AMBC,Specialty Insurance
3292,GLOP,Marine Shipping
3293,KOPN,Semiconductors
3294,LCID,Motor Vehicles
3295,RDI,Movies/Entertainment
3296,ASRT,Pharmaceuticals: Major
3297,KNDI,Motor Vehicles
3298,GOGO,Wireless Telecommunications
3299,LOCO,Restaurants
3300,CLST,Savings Banks
3301,MGNI,Packaged Software
3302,AAL,Airlines
3303,SII,Investment Banks/Brokers
3304,ESTC,Packaged Software
3305,KHC,Food: Major Diversified
3306,PACB,Medical Specialties
3307,HBIO,Medical Specialties
3308,AMCX,Cable/Satellite TV
3309,GH,Medical/Nursing Services
3310,HHS,Miscellaneous Commercial Services
3311,IRIX,Medical Specialties
3312,OMER,Pharmaceuticals: Major
3313,ADNT,Auto Parts: OEM
3314,FREY,Electrical Products
3315,KGC,Precious Metals
3316,CRGY,Integrated Oil
3317,RVP,Medical Specialties
3318,FISK,Real Estate Investment Trusts
3319,TSEM,Semiconductors
3320,DCGO,Medical/Nursing Services
3321,ISEE,Pharmaceuticals: Generic
3322,OPK,Medical/Nursing Services
3323,SANW,Agricultural Commodities/Milling
3324,GGE,Homebuilding
3325,INFN,Telecommunications Equipment
3326,ASM,Precious Metals
3327,LCI,Pharmaceuticals: Major
3328,PTGX,Biotechnology
3329,AEYE,Internet Software/Services
3330,OCN,Finance/Rental/Leasing
3331,VEV,Trucks/Construction/Farm Machinery
3332,NOG,Integrated Oil
3333,SBOW,Oil & Gas Production
3334,BTU,Coal
3335,BCOV,Internet Software/Services
3336,KNOP,Marine Shipping
3337,XELB,Apparel/Footwear
3338,ICPT,Pharmaceuticals: Major
3339,STRM,Information Technology Services
3340,PALT,Packaged Software
3341,IAG,Precious Metals
3342,CYAN,Pharmaceuticals: Other
3343,TPIC,Electrical Products
3344,MGTX,Biotechnology
3345,SMFG,Major Banks
3346,GLRE,Property/Casualty Insurance
3347,TYRA,Miscellaneous Commercial Services
3348,SCWX,Packaged Software
3349,CS,Investment Banks/Brokers
3350,IAUX,Precious Metals
3351,VET,Oil & Gas Production
3352,PNBK,Regional Banks
3353,ARNC,Aluminum
3354,CMTG,Real Estate Investment Trusts
3355,CPLP,Marine Shipping
3356,MIND,Oilfield Services/Equipment
3357,RBKB,Regional Banks
3358,CARV,Savings Banks
3359,BKTI,Telecommunications Equipment
3360,ASUR,Packaged Software
3361,CVGI,Trucks/Construction/Farm Machinery
3362,WULF,Data Processing Services
3363,CTOS,Finance/Rental/Leasing
3364,REFR,Home Furnishings
3365,GIFI,Metal Fabrication
3366,FSBC,Regional Banks
3367,BOC,Advertising/Marketing Services
3368,EDN,Electric Utilities
3369,GO,Food Retail
3370,GERN,Biotechnology
3371,NEXT,Oil & Gas Production
3372,HUSA,Oil & Gas Production
3373,NMR,Investment Banks/Brokers
3374,DOMO,Packaged Software
3375,SMTI,Medical Specialties
3376,JVA,Food: Specialty/Candy
3377,PIRS,Biotechnology
3378,AVNS,Medical Specialties
3379,KIRK,Specialty Stores
3380,CIEN,Telecommunications Equipment
3381,AMTX,Chemicals: Specialty
3382,SWTX,Pharmaceuticals: Major
3383,TSQ,Broadcasting
3384,ENSV,Contract Drilling
3385,USDP,Oil & Gas Pipelines
3386,PMTS,Finance/Rental/Leasing
3387,TGB,Other Metals/Minerals
3388,UPLD,Information Technology Services
3389,VSTO,Recreational Products
3390,LPL,Electronic Production Equipment
3391,NSTG,Biotechnology
3392,FSR,Motor Vehicles
3393,EHTH,Life/Health Insurance
3394,ESBA,Real Estate Investment Trusts
